4K-8K,#genre#
明珠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
翡翠台 4K,http://aktv_stream1.m16tv.cfd/stream/aktv/4k/AKTV.m3u8
翡翠综合台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
鳳凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
AXN,http://aktv_stream1.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
Love Nature HD,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
Love_The_Planet,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovetheplanet/AKTV.m3u8
无线新闻台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
Animax(HK),http://aktv_stream1.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8
DW,http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
France 24,http://aktv_stream1.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
KIX,http://aktv_stream1.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
NHK World-Japan,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
Xite Rock,http://aktv_stream1.m16tv.cfd/stream/aktv3/xiterock/AKTV.m3u8
Xite_Hits,http://aktv_stream1.m16tv.cfd/stream/aktv3/xitehits/AKTV.m3u8
ZooMoo,http://aktv_stream1.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
Channel 5,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch1/AKTV.m3u8
Channel 8,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch2/AKTV.m3u8
Channel U,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch3/AKTV.m3u8
CINEMAWORLD,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch31/AKTV.m3u8
FIGHT SPORTS,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch85/AKTV.m3u8
KIX,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch38/AKTV.m3u8
NBA TV,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch84/AKTV.m3u8
Sukan,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch89/AKTV.m3u8
Sukan[备用],http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch90/AKTV.m3u8
TV9,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch18/AKTV.m3u8
Unifi Sport,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch88/AKTV.m3u8
曼聯電視頻道,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
amc電影台,http://aktv_stream1.m16tv.cfd/stream/taiwan/amc/AKTV.m3u8
HITS頻道,http://aktv_stream1.m16tv.cfd/stream/taiwan/hits/AKTV.m3u8
TVBS精采台,http://aktv_stream1.m16tv.cfd/stream/taiwan/tvbs/AKTV.m3u8
三立綜合台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-6/AKTV.m3u8
中視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-4/AKTV.m3u8
中視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
台視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8
台視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-14/AKTV.m3u8
愛爾達娛樂台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-11/AKTV.m3u8
東森新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
民視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-2/AKTV.m3u8
民視台灣台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-1/AKTV.m3u8
民視新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-12/AKTV.m3u8
民視第一台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null/AKTV.m3u8
民視綜藝台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-16/AKTV.m3u8
華視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-5/AKTV.m3u8
龍華偶像台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-9/AKTV.m3u8
龍華日韓台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-7/AKTV.m3u8
龍華電影台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-8/AKTV.m3u8
台,http://aktv_stream1.m16tv.cfd/stream/test/null/AKTV.m3u8
Astro Football,http://aktv_stream1.m16tv.cfd/stream/tuntun/astrofootball/AKTV.m3u8
Astro IQIYI,http://aktv_stream1.m16tv.cfd/stream/tuntun/fashiontv4k/AKTV.m3u8
Disney Channel,http://aktv_stream1.m16tv.cfd/stream/tuntun/disneychannel/AKTV.m3u8
Disney XD,http://aktv_stream1.m16tv.cfd/stream/tuntun/disneyxd/AKTV.m3u8
Love Nature 4K,http://aktv_stream1.m16tv.cfd/stream/tuntun/lovenature4k/AKTV.m3u8
Red Bull Sports,http://aktv_stream1.m16tv.cfd/stream/tuntun/redbullsports/AKTV.m3u8
NTV NEWS 24,http://aktv_stream1.m16tv.cfd/stream/useradd1/ntvnews24/AKTV.m3u8
viuTV,http://aktv_stream1.m16tv.cfd/stream/useradd1/viutv/AKTV.m3u8
香港,#genre#
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
翡翠台(香港版),http://cdn.1678520.xyz/tvb/?id=fct
翡翠台(国内版),http://cdn3.1678520.xyz/live/?id=fct2
翡翠台4K,http://cdn3.1678520.xyz/live/?id=fct4k
TVB plus,http://cdn3.1678520.xyz/live/?id=tvbp
HOY TV,http://cdn3.1678520.xyz/live/?id=hoy
VIUTV,http://cdn12.1678520.xyz/live/?id=viu
Viu剧集台,http://cdn12.1678520.xyz/live/?id=viu2
Now星河台,http://cdn12.1678520.xyz/live/?id=xyt
龙华日韩,http://cdn3.1678520.xyz/live/?id=lhrh
星河台,http://171.108.239.79:8181/tsfile/live/1005_1.m3u8$广西电信酒店
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8$广西电信酒店
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://ncdsrti.7766.org:7550/hls/chunklistxufkwjw.m3u8
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB 娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK 31「限HK」,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK 32「限HK」,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK 33「限HK」,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
RTHK 34「限HK」,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
RTHK 35「限HK」,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
TVB 功夫台,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB 生活台,https://lb-mvtv-live.v2h-cdn.com/redirect/finance2/finance2.stream?type=m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳門蓮花,https://tv.iill.top/mo/lhws
澳門Macau,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳門葡文,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳門資訊,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳門體育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳門綜藝,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
灣灣,#genre#
民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
ELTA体育3,rtmp://9hv9.mine.nu/sat/md011
ELTA体育4,rtmp://9hv9.mine.nu/sat/md021
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
DW,http://61.221.215.25:8800/hls/1/index.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
緯來體育,http://125.227.210.55:8155/VideoInput/play.ts
三立台灣,http://125.227.210.55:8160/VideoInput/play.ts
Bloomberg,http://125.227.210.55:8161/VideoInput/play.ts
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
TVBS新聞,http://125.227.210.55:8186/VideoInput/play.ts
食尚玩家,http://125.227.210.55:8187/VideoInput/play.ts
三立新聞,http://125.227.210.55:8162/VideoInput/play.ts
BBC new,http://125.227.210.55:8165/VideoInput/play.ts
CNN new,http://125.227.210.55:8166/VideoInput/play.ts
灣灣专线,#genre#
民視台灣台,https://tv.iill.top/litv/4gtv-4gtv001
民視,https://tv.iill.top/litv/4gtv-4gtv002
民視第一台,https://tv.iill.top/litv/4gtv-4gtv003
民視綜藝,https://tv.iill.top/litv/4gtv-4gtv004
豬哥亮歌廳秀,https://tv.iill.top/litv/4gtv-4gtv006
中天新聞,https://tv.iill.top/litv/4gtv-4gtv009
非凡新聞,https://tv.iill.top/litv/4gtv-4gtv010
影迷數位電影台,https://tv.iill.top/litv/4gtv-4gtv011
視納華仁紀實頻道,https://tv.iill.top/litv/4gtv-4gtv013
時尚運動X,https://tv.iill.top/litv/4gtv-4gtv014
GLOBETROTTER,https://tv.iill.top/litv/4gtv-4gtv016
AMC電影台,https://tv.iill.top/litv/4gtv-4gtv017
達文西頻道,https://tv.iill.top/litv/4gtv-4gtv018
八大精彩台,https://tv.iill.top/litv/4gtv-4gtv034
八大綜藝台,https://tv.iill.top/litv/4gtv-4gtv039
中視,https://tv.iill.top/litv/4gtv-4gtv040
華視,https://tv.iill.top/litv/4gtv-4gtv041
公視戲劇,https://tv.iill.top/litv/4gtv-4gtv042
客家電視台,https://tv.iill.top/litv/4gtv-4gtv043
靖天卡通台,https://tv.iill.top/litv/4gtv-4gtv044
靖洋戲劇台,https://tv.iill.top/litv/4gtv-4gtv045
靖天綜合台,https://tv.iill.top/litv/4gtv-4gtv046
靖天日本台,https://tv.iill.top/litv/4gtv-4gtv047
非凡商業,https://tv.iill.top/litv/4gtv-4gtv048
采昌影劇,https://tv.iill.top/litv/4gtv-4gtv049
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051
華視新聞,https://tv.iill.top/litv/4gtv-4gtv052
GINX TV,https://tv.iill.top/litv/4gtv-4gtv053
靖天歡樂台,https://tv.iill.top/litv/4gtv-4gtv054
靖天映畫,https://tv.iill.top/litv/4gtv-4gtv055
台視財經,https://tv.iill.top/litv/4gtv-4gtv056
靖洋卡通台,https://tv.iill.top/litv/4gtv-4gtv057
靖天戲劇台,https://tv.iill.top/litv/4gtv-4gtv058
古典音樂台,https://tv.iill.top/litv/4gtv-4gtv059
靖天電影台,https://tv.iill.top/litv/4gtv-4gtv061
靖天育樂台,https://tv.iill.top/litv/4gtv-4gtv062
靖天國際台,https://tv.iill.top/litv/4gtv-4gtv063
中視菁采,https://tv.iill.top/litv/4gtv-4gtv064
靖天資訊台,https://tv.iill.top/litv/4gtv-4gtv065
台視,https://tv.iill.top/litv/4gtv-4gtv066
TVBS精采台,https://tv.iill.top/litv/4gtv-4gtv067
TVBS歡樂台,https://tv.iill.top/litv/4gtv-4gtv068
愛爾達娛樂,https://tv.iill.top/litv/4gtv-4gtv070
TVBS新聞台,https://tv.iill.top/litv/4gtv-4gtv072
TVBS,https://tv.iill.top/litv/4gtv-4gtv073
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074
鏡新聞,https://tv.iill.top/litv/4gtv-4gtv075
CATCHPLAY電影台,https://tv.iill.top/litv/4gtv-4gtv076
TRACE SPORTS STARS,https://tv.iill.top/litv/4gtv-4gtv077
阿里郎,https://tv.iill.top/litv/4gtv-4gtv079
中視經典,https://tv.iill.top/litv/4gtv-4gtv080
TRACE URBAN,https://tv.iill.top/litv/4gtv-4gtv082
MEZZO LIVE,https://tv.iill.top/litv/4gtv-4gtv083
國會頻道1,https://tv.iill.top/litv/4gtv-4gtv084
國會頻道2,https://tv.iill.top/litv/4gtv-4gtv085
智林體育台,https://tv.iill.top/litv/4gtv-4gtv101
國際財經,https://tv.iill.top/litv/4gtv-4gtv104
第1商業台,https://tv.iill.top/litv/4gtv-4gtv109
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152
東森財經新聞,https://tv.iill.top/litv/4gtv-4gtv153
民視,https://tv.iill.top/litv/4gtv-4gtv155
民視台灣台,https://tv.iill.top/litv/4gtv-4gtv156
美國之音,https://tv.iill.top/litv/litv-ftv03
民視旅遊,https://tv.iill.top/litv/litv-ftv07
民視影劇,https://tv.iill.top/litv/litv-ftv09
半島新聞,https://tv.iill.top/litv/litv-ftv10
民視新聞台,https://tv.iill.top/litv/litv-ftv13
愛放動漫,https://tv.iill.top/litv/litv-ftv15
好消息,https://tv.iill.top/litv/litv-ftv16
好消息2台,https://tv.iill.top/litv/litv-ftv17
龍華卡通,https://tv.iill.top/litv/litv-longturn01
龍華電影,https://tv.iill.top/litv/litv-longturn03
博斯魅力,https://tv.iill.top/litv/litv-longturn04
博斯高球1,https://tv.iill.top/litv/litv-longturn05
博斯高球2,https://tv.iill.top/litv/litv-longturn06
博斯運動1,https://tv.iill.top/litv/litv-longturn07
博斯運動2,https://tv.iill.top/litv/litv-longturn08
博斯網球,https://tv.iill.top/litv/litv-longturn09
博斯無限,https://tv.iill.top/litv/litv-longturn10
龍華日韓,https://tv.iill.top/litv/litv-longturn11
龍華偶像,https://tv.iill.top/litv/litv-longturn12
博斯無限2,https://tv.iill.top/litv/litv-longturn13
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14
寰宇新聞台灣台,https://tv.iill.top/litv/litv-longturn15
亞洲旅遊台,https://tv.iill.top/litv/litv-longturn17
龍華戲劇,https://tv.iill.top/litv/litv-longturn18
Smart知識台,https://tv.iill.top/litv/litv-longturn19
生活英語台,https://tv.iill.top/litv/litv-longturn20
龍華經典,https://tv.iill.top/litv/litv-longturn21
台灣戲劇台,https://tv.iill.top/litv/litv-longturn22
寰宇財經台,https://tv.iill.top/litv/litv-longturn23
YouTube「台湾新聞」,#genre#
公視新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/quwqlazU-c8.m3u8?t=1775833285&key=56f820f803f257e2913bcb75448f45d8
鏡新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/5n0y6b0Q25o.m3u8?t=1775833285&key=f83e7789bac5a985df47813ddb4e0cc2
華視新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/wM0g8EoUZ_E.m3u8?t=1775833285&key=41e07b9b29dae44e3295af59280dc314
中視新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/TCnaIE_SAtM.m3u8?t=1775833285&key=8d2bb0fc3d9edc3303aa3496653dd4ad
中天新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/oIgbl7t0S_w.m3u8?t=1775833285&key=38ace7feab6b2d588d02e1d531701c63
中天新聞2台,https://live-cdn-v01.lalifeier.eu.org/youtube/WPfPjbOLNfE.m3u8?t=1775833285&key=5f4ddc42f8aaff02a951894798b61e3c
民視新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/ylYJSBUgaMA.m3u8?t=1775833285&key=274179f603db914d92ca7cea68f7f6be
三立新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/oZdzzvxTfUY.m3u8?t=1775833285&key=7879a74a49570cbb0bbde19da9d3f1b3
三立新聞2台,https://live-cdn-v01.lalifeier.eu.org/youtube/CKjSm5ZeehE.m3u8?t=1775833285&key=0d5495b69740085585113b054006657c
三立12小時新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/MzyekdjkblA.m3u8?t=1775833285&key=781c2128543eb7ad0980d50298010b77
東森新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/LuQ4S-i5zoE.m3u8?t=1775833285&key=a450ca32a4eb1e5ce13031fca45de859
TVBS 55,https://live-cdn-v01.lalifeier.eu.org/youtube/m_dhMSvUCIc.m3u8?t=1775833285&key=1ca6365f3315a89cad7e094cf0a24ee1
寰宇新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/6IquAgfvYmc.m3u8?t=1775833285&key=67aa25bdde8923445bc7518b0be48139
寰宇新聞台灣台,https://live-cdn-v01.lalifeier.eu.org/youtube/w87VGpgd90U.m3u8?t=1775833285&key=9d114a4213220ba676dcfbd8df708a48
台視新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/xL0ch83RAK8.m3u8?t=1775833285&key=6dca51ec1769b57a45993cb220ccbcb7
YouTube「国际新聞」,#genre#
公視 TaiwanPlus,https://live-cdn-v01.lalifeier.eu.org/youtube/Smy2zVGK9x0.m3u8?t=1775833285&key=92d6046671165ddb9fd00433c48c6620
NBC News,https://live-cdn-v01.lalifeier.eu.org/youtube/svjXGa-_NBM.m3u8?t=1775833285&key=1f58e6f52206446a3a897f075d4c8151
Bloomberg,https://live-cdn-v01.lalifeier.eu.org/youtube/iyOq8DhaMYw.m3u8?t=1775833285&key=d1334c1b938579dc351a842efdfe1fcf
Fox News,https://live-cdn-v01.lalifeier.eu.org/youtube/YDfiTGGPYCk.m3u8?t=1775833285&key=b6e6db5fde7a4a07dc2dbf1ce9d30fc1
Sky News,https://live-cdn-v01.lalifeier.eu.org/youtube/w9uJg68CV4g.m3u8?t=1775833285&key=172e4cfc0d8ad6092a20e5165eb7c651
euronews,https://live-cdn-v01.lalifeier.eu.org/youtube/pykpO5kQJ98.m3u8?t=1775833285&key=b9f6121af51d2ffdba80b1b0cf46c0fa
DW News 德國之聲,https://live-cdn-v01.lalifeier.eu.org/youtube/6HodCcEW_oQ.m3u8?t=1775833285&key=a8d6da69320a9bd03dcd8af5cfee63dc
France 24,https://live-cdn-v01.lalifeier.eu.org/youtube/tkDUSYHoKxE.m3u8?t=1775833285&key=a14a2c7f3f16054c744d4271ab94e475
ABC News,https://live-cdn-v01.lalifeier.eu.org/youtube/gN0PZCe-kwQ.m3u8?t=1775833285&key=9ad58b1b3dc377fd4cf7caaa01dd4d3b
CNBC,https://live-cdn-v01.lalifeier.eu.org/youtube/e3BCOSBPLTM.m3u8?t=1775833285&key=1c69b6d961001632130463aef984ed82
ABC7,https://live-cdn-v01.lalifeier.eu.org/youtube/d5YNEoTqMZ4.m3u8?t=1775833285&key=1e85ebaa932cbba157bfc9de9f737ffc
NHK WORLD JAPAN,https://live-cdn-v01.lalifeier.eu.org/youtube/f0lYkdA-Gtw.m3u8?t=1775833285&key=ad171f25a98c3876073f369db7eba741
全日本新聞網 ANN,https://live-cdn-v01.lalifeier.eu.org/youtube/coYw-eVU0Ks.m3u8?t=1775833285&key=1bcd3a75be310c1138f59a9d1cc3f643
朝日電視網,https://live-cdn-v01.lalifeier.eu.org/youtube/sTAqx_1Yrww.m3u8?t=1775833285&key=ec5fa944775e5caf697d99ca5c8e1cdc
日本新聞網 TBS,https://live-cdn-v01.lalifeier.eu.org/youtube/ohI356mwBp8.m3u8?t=1775833285&key=bc2f6ae69b5d3aa7681f895667b44218
半島電視台,https://live-cdn-v01.lalifeier.eu.org/youtube/gCNeDWCI0vo.m3u8?t=1775833285&key=7c03fece46248c5a123830a640a4fd6b
新加坡 CNA,https://live-cdn-v01.lalifeier.eu.org/youtube/XWq5kBlakcQ.m3u8?t=1775833285&key=8067a9fb7d2695481baa73204b71df8e
阿里郞電視台,https://live-cdn-v01.lalifeier.eu.org/youtube/CJVBX7KI5nU.m3u8?t=1775833285&key=491d23cc17a964ddbaf090065a17594b
韓國 YTN,https://live-cdn-v01.lalifeier.eu.org/youtube/FJfwehhzIhw.m3u8?t=1775833285&key=5fc003c23d2459dc6e64c36371b47a27
韓國 KBS,https://live-cdn-v01.lalifeier.eu.org/youtube/c7UvgHP90F8.m3u8?t=1775833285&key=75b6e8e5f34356f085bb14e7e461b9cd
YouTube「台灣財經」,#genre#
東森財經新聞,https://live-cdn-v01.lalifeier.eu.org/youtube/WHEPzbFA3hw.m3u8?t=1775833285&key=29b7acd25d07dafc5abd76b7bf4c1f68
東森財經股市,https://live-cdn-v01.lalifeier.eu.org/youtube/LbS-xQ67fos.m3u8?t=1775833285&key=ecb367c6d46735635cf704c65f88f350
三立 iNEWS,https://live-cdn-v01.lalifeier.eu.org/youtube/CKjSm5ZeehE.m3u8?t=1775833285&key=0d5495b69740085585113b054006657c
寰宇財經台,https://live-cdn-v01.lalifeier.eu.org/youtube/25SE1bbTv9.m3u8?t=1775833285&key=eb45c57d9ed7d01101f626f7d639a4a6
非凡商業台,https://live-cdn-v01.lalifeier.eu.org/youtube/JTAwlv6pzcQ.m3u8?t=1775833285&key=c08d0a4f7ee0bb6dcdeecc9e36b3efb4
全球財經台,https://live-cdn-v01.lalifeier.eu.org/youtube/LUzqZHSIqWc.m3u8?t=1775833285&key=83b150ef0b2ba27ad432e527b825526e
運通財經台,https://live-cdn-v01.lalifeier.eu.org/youtube/7_DEvPyHImI.m3u8?t=1775833285&key=7a2b66a2ff6f7410c4f5b582ab2d35aa
中廣新聞網,https://live-cdn-v01.lalifeier.eu.org/youtube/DXCypeML3bQ.m3u8?t=1775833285&key=6dfdfad612d53b1705134827753c355e
YouTube「台湾國會」,#genre#
國會頻道1,https://live-cdn-v01.lalifeier.eu.org/youtube/4HysYHJ6GkY.m3u8?t=1775833285&key=dddc1ae0748a71ca4c037b3213d534a5
國會頻道2,https://live-cdn-v01.lalifeier.eu.org/youtube/Lj8OWF6nzcg.m3u8?t=1775833285&key=965cd80dbde6ed422896824ab782ec6c
立法院會議,https://live-cdn-v01.lalifeier.eu.org/youtube/tDg3bJFYLzI.m3u8?t=1775833285&key=f5f587c8f38020c1addbdf97869014b1
朝野黨團協商,https://live-cdn-v01.lalifeier.eu.org/youtube/yUx5lB4mhZk.m3u8?t=1775833285&key=528737a306fbd97bdcef2cc5e4fe5c40
教育及文化委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/Qo9QwuCpV3s.m3u8?t=1775833285&key=8d14469a79bf9ef5345727422d49a685
司法及法制委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/KUhidt89DVo.m3u8?t=1775833285&key=499557be45231d24c0d9048dc9f07d9f
交通委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/teud7KwyEPw.m3u8?t=1775833285&key=283da204793df893128c6d14cb2caf8f
財政委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/Cidl9JoRtGk.m3u8?t=1775833285&key=0e34c0ce77c9202cc5e82b338e549015
經濟委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/xfikIGtkQeA.m3u8?t=1775833285&key=2fa27dcc8ed52d23e73fb8f7f6d8dbcc
外交及國防委員會,https://live-cdn-v01.lalifeier.eu.org/youtube/Af0TFVbxvAQ.m3u8?t=1775833285&key=e3df488545b41bfcf0c1ba9f1dcb531e
